,OKGETULSALD2_4,WAUECBSCHALLD1_UGPM_BEPM,CSWSGILLIAMLDLD01,NPPDNORFK_NLDBRPS_LOAD2,CSWSKNOXLEEUN3,SECIPRATT1LDPRATT_CITY,WAUEWATERPPLDLD6_UGPM_MRES,SPSDUVAL_2LD1,WFECRNGWOODLD2,WAUEWAUE_OTPLDLAKPRESTON_ERC
62,62.754417929226435,58.84503547451166,65.98649214801196,58.42870552849585,63.31181993971062,62.98715241453908,57.14027105824864,50.771392489908244,63.27296584435543,56.566733725696515
63,63.18612232780449,57.920446509946714,66.14096002302544,57.240920455782955,63.50489068690428,63.912945241680816,56.25080953952336,48.90578838032748,63.46130912379695,55.67839554847726
64,63.65510000000001,56.983900000000006,66.22070000000001,55.91740000000001,63.634800000000006,64.9759,55.16980000000001,47.2011,63.781600000000026,54.6457
65,63.74366618108161,55.680082037422544,65.80192643542071,54.10003635529791,63.30029651434032,65.79861887303753,53.48663413862281,45.57907458476804,63.851622900478695,53.07926385427196
66,63.40986809446983,54.166782318473,64.90483840784441,52.043320967719765,62.51112926360829,66.28616022470983,51.46372041680776,44.17390041701314,63.60387788704623,51.207133014968036
67,62.70568596062312,52.73006644028695,63.660631176345895,50.15489509628174,61.37979738107211,66.41419646402721,49.531721486588836,43.17287604075167,63.04954393009066,49.4117106681801
68,61.683099999999996,51.656000000000006,62.20049999999999,48.842399999999984,60.0188,66.1584,48.12129999999999,42.763299999999994,62.199799999999996,48.075399999999995
69,60.40895414713841,51.104744835989074,60.656519184324665,48.34652611684754,58.54331378247709,65.51682081522209,47.49834139765917,43.05527943139294,61.08296406784907,47.43197704284468
70,59.00954719289429,50.732847751596395,59.16427922061043,48.24016060062505,57.07922550585625,64.57701918662163,47.269622274520295,43.85015584203918,59.79591010745969,47.12070921443137
71,57.62604164220302,50.07095179140551,57.860249646590994,47.92923978409003,55.755099476307294,63.448932964710345,46.87714201412126,44.87207933166582,58.452651093340464,46.63223677880237
72,56.3996,48.649699999999996,56.88089999999999,46.81969999999999,54.6995,62.24249999999999,45.76289999999999,45.8452,57.16719999999999,45.45719999999999
73,55.44098129286472,46.187730806121145,56.317626514780606,44.536423239811846,54.00307335575133,61.06927442857412,43.57315964574047,46.55616706466016,56.03959895312504,43.27705766184932
74,54.739330633953024,43.15566417514142,56.081532209713835,41.58007412977997,53.6047937129667,60.04727552880365,40.77124048511102,47.041626214830124,55.114006683114994,40.53654262730648
75,54.2533896580648,40.212115456590965,56.03864679979014,38.6702629548581,53.405717213698736,59.29613886463135,38.024726081926055,47.400722257585024,54.420611071547455,37.8712062791104
76,53.94189999999999,38.015699999999995,56.05499999999999,36.5266,53.306899999999985,58.93549999999999,36.0012,47.73259999999999,53.98959999999999,35.91660000000001
77,53.74995661890268,37.02458662702628,56.008685694052865,35.65253873640503,53.212805294517594,59.008125220481396,35.16609189437892,48.097930434966365,53.81359636965076,35.114068872258045
78,53.56806777129362,36.89515804783792,55.82605444053419,35.686905380255034,53.041524642276876,59.24930369816372,35.1762157850356,48.40348929864029,53.734963160080284,35.12813277634271
79,53.273095038037745,37.0833504447306,55.445520966748425,36.05236933397754,52.71455666889771,59.317455326764176,35.48623178317449,48.51757851299405,53.558498370469664,35.42910529225601
80,52.741899999999994,37.04509999999999,54.8055,36.1716,52.15339999999999,58.87100000000001,35.550799999999995,48.3085,53.089,35.48729999999999
81,51.89800941902452,36.38068831077371,53.87954008400792,35.61848743956805,51.31576327867823,57.69039343950026,34.96921340174382,47.69400182047431,52.19992650577188,34.9138137241185
82,50.85161078087244,35.26777863350689,52.781725028149374,34.57180434919987,50.30419521792571,56.04423467854146,33.91929637474655,46.7896165906087,51.03937817656382,33.882876267322686
83,49.75955675228416,34.028379639486644,51.66127245821615,33.361544084231745,49.25745454821033,54.32315857831192,32.723506160376004,45.76032306543875,49.824115759073855,32.70950067686553
84,48.778700000000015,32.9845,50.667400000000015,32.317699999999995,48.31430000000002,52.917800000000014,31.704300000000003,44.771100000000004,48.770900000000005,31.708700000000007
85,48.020730704999266,32.38323512987888,49.906403969915516,31.697836505322762,47.57457596576942,52.09358695901759,31.113268561145794,43.94609353313637,48.033314794761736,31.12589654376794
86,47.41668910521662,32.17202741813448,49.31289544686836,31.46980222294549,46.982469486020264,51.61512008767053,30.918536215978214,43.24611933892491,47.512236633664415,30.92814965436655
87,46.852452952825686,32.22340599732285,48.77856420038703,31.52901682909548,46.443253263260985,51.1217931724882,31.017360762821532,42.591160475250994,47.04536515573489,31.012927937781885
88,46.21390000000002,32.4099,48.1951,31.770900000000005,45.86220000000001,50.25300000000001,31.307000000000002,41.9012,46.470400000000005,31.27770000000001
89,45.46239588597851,32.646807107210776,47.528792473830066,32.12477122664091,45.2134609832441,48.80401184942944,31.717034228673025,41.15997092198025,45.713014315181226,31.653011038309774
90,44.86125779826114,33.02049919395518,47.044330684377215,32.65554925901817,44.74670183799325,47.1936099707765,32.3063337613406,40.606206053691714,45.05077528877853,32.20171261521116
91,44.74929081141322,33.66011668372199,47.081003552735766,33.46205266188636,44.780466773745786,45.996453106735316,33.16609141333789,40.54238815855733,44.849223617986596,33.01973288450698
92,45.465300000000006,34.6948,47.97810000000001,34.643100000000004,45.633300000000006,45.78720000000001,34.38750000000001,41.271000000000015,45.47390000000001,34.202999999999996
93,47.348090438586794,36.25368956627802,50.07490894726425,36.29750983811365,47.62374572625423,47.14050939326471,36.06175233666214,43.0945243414427,47.29034513201343,35.84744211549303
94,50.736467201738876,38.46592580604483,53.710719315622796,38.52410074098184,51.07034816200676,50.63104002922351,38.280041238659415,46.31544394630831,50.66409971122148,38.048987384788845
95,55.969235364021515,41.46064914278922,59.22482002616995,41.4216912733591,56.29165151675591,56.833450650570576,41.13355952132699,51.236241578019765,55.960704434818794,40.903563961690246
