time,num_0,CPU_usage_0,RAM_usage_0,num_1,CPU_usage_1,RAM_usage_1,num_2,CPU_usage_2,RAM_usage_2,CPU,RAM,total power(kwh)
28,9005,0.018605482,0.014536294,4561,0.014401878,0.008941014,404,0.001466593,0.000728,0.034473953,0.024205308,3038.150988
29,10071,0.01444959,0.013016486,5463,0.017877592,0.016565213,291,0.00110337,0.000751,0.033430553,0.0303327,3035.123809
30,9065,0.024896615,0.010897321,2964,0.015230685,0.006489531,415,0.001618257,0.000487876,0.041745558,0.017874728,3059.247821
31,21139,0.062858388,0.038398658,21506,0.064555987,0.061961904,763,0.004151543,0.002417628,0.131565918,0.102778191,3319.840265
32,51892,0.149709948,0.120510445,29504,0.107605367,0.087140575,360,0.001438105,0.000839974,0.25875342,0.208490993,3688.844595
33,18452,0.063613488,0.032702072,20930,0.088685385,0.032128832,511,0.002057959,0.00094358,0.154356831,0.065774484,3385.962686
34,3940,0.009206824,0.005018489,17545,0.017904617,0.014248453,1209,0.003871827,0.001386256,0.030983268,0.020653198,3028.023593
35,38466,0.091481993,0.063173268,32438,0.09207361,0.080531193,531,0.002110153,0.000809785,0.185665756,0.144514246,3476.798097
36,19250,0.043749029,0.036427357,17055,0.073878675,0.137558033,329,0.001330061,0.000961523,0.118957765,0.174946913,3283.260703
37,43950,0.104598261,0.079643008,24684,0.116779408,0.178033788,279,0.001025947,0.000589384,0.222403616,0.258266181,3583.384272
38,25552,0.083569569,0.047949749,10649,0.033223221,0.022142105,304,0.001174608,0.000615758,0.117967398,0.070707612,3280.387388
39,21660,0.044598048,0.036358307,19394,0.04778595,0.043512171,625,0.002604174,0.001090265,0.094988172,0.080960743,3213.718621
40,10949,0.027514478,0.01820276,13722,0.029219789,0.025581755,641,0.002447022,0.000627446,0.05918129,0.044411961,3109.833456
41,9952,0.025051635,0.009606666,15702,0.033691277,0.031230469,788,0.003307377,0.001621904,0.062050289,0.042459039,3118.157177
42,6351,0.010697945,0.007847666,10969,0.01844867,0.018526178,601,0.002536521,0.00116682,0.031683137,0.027540664,3030.054097
43,16657,0.044298124,0.036010246,36419,0.164203634,0.284714298,689,0.002836174,0.000837782,0.211337932,0.321562326,3551.279818
44,28990,0.044513698,0.052316412,7865,0.041529131,0.015159246,387,0.001660124,0.001259363,0.087702952,0.068735021,3192.582287
45,16761,0.044152771,0.02963514,6017,0.023822753,0.008563124,470,0.001946398,0.000911859,0.069921922,0.039110124,3140.99485
46,10163,0.02372953,0.020948916,2939,0.017044478,0.00540705,833,0.003435312,0.000994158,0.044209321,0.027350124,3066.395845
47,10059,0.011834353,0.013521639,7045,0.019440287,0.011136958,628,0.002352578,0.000721969,0.033627218,0.025380566,3035.694385
48,15436,0.030914652,0.026050649,7993,0.028549209,0.009045004,420,0.001624424,0.000636051,0.061088285,0.035731704,3115.366151
49,47443,0.141080096,0.099151931,33322,0.163585784,0.282207977,369,0.001452264,0.000999989,0.306118144,0.382359898,3826.262092
50,33241,0.074666711,0.077938478,13260,0.046660222,0.03150077,681,0.002909692,0.001133051,0.124236626,0.110572299,3298.576064
51,25177,0.040178214,0.049141533,4721,0.017430907,0.01317053,1142,0.00619444,0.002091047,0.063803562,0.06440311,3123.243881
52,58909,0.11721997,0.117858107,5332,0.020762828,0.010913941,489,0.002209394,0.000808743,0.140192192,0.129580791,3344.867349
53,27379,0.050674789,0.055604849,6942,0.0277533,0.009951544,567,0.002827816,0.00094754,0.081255904,0.066503933,3173.877708
54,21313,0.046648385,0.048652741,4751,0.030728229,0.008477756,537,0.002616658,0.000894959,0.079993271,0.058025456,3170.214478
55,11032,0.023721017,0.02206737,3508,0.004614519,0.007952126,444,0.001968675,0.000521151,0.030304212,0.030540647,3026.053472
56,17257,0.04941834,0.033887847,3982,0.007086231,0.006728662,380,0.001491583,0.000509759,0.057996154,0.041126268,3106.395067
57,22765,0.058381166,0.039986707,14158,0.064477709,0.022584611,485,0.0019432,0.000792959,0.124802074,0.063364276,3300.216578
58,47186,0.132671826,0.088802072,35958,0.13276553,0.082796918,818,0.003107408,0.001267785,0.268544764,0.172866775,3717.251854
59,32832,0.100327493,0.067723019,22014,0.09798811,0.05644968,1371,0.005538042,0.003791613,0.203853645,0.127964312,3529.565937
60,27255,0.055726603,0.050613337,17363,0.05447205,0.02766306,559,0.002276608,0.000877024,0.112475262,0.079153421,3264.453259
61,62850,0.167216356,0.152698135,33600,0.11182833,0.080152713,1877,0.005494273,0.016643853,0.284538959,0.249494701,3763.655211
62,32564,0.086696612,0.082428527,17832,0.071871202,0.046756372,469,0.001982868,0.000645571,0.160550683,0.129830469,3403.932677
63,26198,0.075767659,0.060123547,10414,0.044061913,0.021418123,769,0.003295184,0.001000405,0.123124757,0.082542075,3295.35024
64,15185,0.05317486,0.036741734,4363,0.011363809,0.004625931,818,0.003541698,0.001497731,0.068080367,0.042865396,3135.652015
65,26038,0.075707927,0.043792421,15519,0.060920346,0.016842712,843,0.003579569,0.001868983,0.140207842,0.062504116,3344.912753
66,28125,0.093304219,0.056084323,26824,0.099334391,0.041951744,1004,0.003497933,0.00183437,0.196136543,0.099870438,3507.176597
67,6987,0.019816993,0.015746073,9037,0.024872075,0.012146161,816,0.002949234,0.001145454,0.047638302,0.029037689,3076.344219
68,30645,0.116101508,0.073898824,10162,0.043677277,0.021354274,4003,0.010967248,0.009186765,0.170746033,0.104439864,3433.512063
69,26400,0.092238796,0.060462763,16481,0.070358376,0.038270264,3834,0.010815921,0.00874562,0.173413093,0.107478647,3441.249904
70,21306,0.075835596,0.045876455,13053,0.054402515,0.029589246,2160,0.007358175,0.004470995,0.137596286,0.079936695,3337.335945
71,26291,0.090483082,0.053537789,14242,0.067860158,0.027010067,943,0.0069153,0.001597884,0.16525854,0.082145741,3417.591406
72,13586,0.044981781,0.031144983,11219,0.055179305,0.024336656,413,0.002303893,0.000786259,0.102464978,0.056267899,3235.410799
73,34942,0.094978733,0.087331134,4565,0.018368769,0.014589474,415,0.003186615,0.001053208,0.116534116,0.102973816,3276.229062
74,65693,0.134183431,0.113588019,48182,0.136341742,0.108841945,880,0.005416868,0.002129283,0.275942042,0.224559247,3738.713298
75,43596,0.110383789,0.07716345,15538,0.06659413,0.038483025,1108,0.004033997,0.001686253,0.181011916,0.117332728,3463.296085
76,22275,0.056985172,0.04304913,22669,0.082036428,0.066254918,554,0.002986135,0.001502863,0.142007734,0.11080691,3350.134715
77,39226,0.093278745,0.081481275,31136,0.096425924,0.08707752,612,0.003840318,0.001539594,0.193544987,0.170098389,3499.657813
78,15737,0.036674906,0.030296123,16236,0.055793109,0.040207838,834,0.00367774,0.002250255,0.096145755,0.072754216,3217.077075
79,36606,0.081180299,0.073492752,29385,0.07013401,0.078735203,584,0.002685913,0.001083382,0.154000221,0.153311337,3384.928067
80,36073,0.095120132,0.073256912,16690,0.042977729,0.04402377,1350,0.003214834,0.000941541,0.141312695,0.118222223,3348.118222
81,49891,0.088496844,0.07936141,30531,0.076347954,0.075760627,609,0.00256538,0.00161996,0.167410177,0.156741996,3423.83387
82,68679,0.128744143,0.109718903,30570,0.097054293,0.065769796,3677,0.019846878,0.020759942,0.245645314,0.196248641,3650.814537
83,220051,0.279313082,0.317536152,30092,0.091007638,0.085017359,901,0.002524783,0.001052344,0.372845502,0.403605855,4019.855674
84,287335,0.369447942,0.410468027,32019,0.135517031,0.082383271,356,0.001412489,0.000763736,0.506377462,0.493615034,4407.266942
85,194059,0.271977047,0.286047833,40631,0.179754266,0.092073654,405,0.001457085,0.000830273,0.453188397,0.37895176,4252.951503
86,174600,0.242729544,0.251815359,36235,0.177197337,0.086850667,990,0.002992575,0.001959261,0.422919456,0.340625287,4165.133357
87,317864,0.413859336,0.441272948,21405,0.084319508,0.045932554,491,0.001776969,0.00058852,0.499955813,0.487794022,4388.636053
88,476401,0.552542872,0.652495706,29406,0.143739199,0.072745343,376,0.001278149,0.000493814,0.697560221,0.725734864,4961.938311
89,534423,0.588775428,0.719262774,27896,0.108657728,0.06102459,881,0.004794519,0.003080301,0.702227675,0.783367665,4975.479821
90,493434,0.550713691,0.684964737,54822,0.120181173,0.088385391,549,0.001895695,0.000807105,0.672790559,0.774157233,4890.07502
91,530215,0.590739934,0.713722376,36254,0.137332686,0.062098574,459,0.001621275,0.000674098,0.729693895,0.776495048,5055.166534
92,455715,0.507070572,0.62012273,37869,0.103316893,0.085700102,439,0.001741058,0.000647653,0.612128523,0.706470485,4714.07853
93,294822,0.340522916,0.401556913,48124,0.126053114,0.066977245,470,0.002121831,0.000934701,0.468697861,0.46946886,4297.948527
94,353981,0.440992163,0.507559543,48159,0.161488944,0.179066739,460,0.001957164,0.000658475,0.60443827,0.687284757,4691.767088
95,412620,0.512880737,0.575125592,36781,0.160319065,0.074524899,582,0.002462343,0.00097818,0.675662144,0.650628672,4898.406242
