,time,num_0,CPU_usage_0,RAM_usage_0,num_1,CPU_usage_1,RAM_usage_1,num_2,CPU_usage_2,RAM_usage_2,CPU,RAM
71,71,26291.0,0.09048308169167561,0.05353778894999752,14242.0,0.06786015840833386,0.027010067330832107,943.0,0.0069153003333332855,0.0015978844666666753,0.16525854043334276,0.08214574074749631
72,72,13586.0,0.04498178069166715,0.03114498338333948,11219.0,0.055179304950000424,0.024336656497500237,413.0,0.0023038925583333324,0.0007862589499999987,0.1024649782000009,0.05626789883083972
73,73,34942.0,0.09497873250833994,0.08733113423331301,4565.0,0.01836876933333348,0.014589473749999762,415.0,0.0031866146416666646,0.0010532080583333324,0.11653411648334008,0.1029738160416461
74,74,65693.0,0.13418343133344027,0.11358801923338313,48182.0,0.1363417422915758,0.10884194466421679,880.0,0.005416868250000025,0.002129283283333334,0.27594204187501614,0.22455924718093323
75,75,43596.0,0.11038378949171128,0.07716345038331443,15538.0,0.06659413008333392,0.03848302491666314,1108.0,0.004033996700000017,0.0016862531333333472,0.18101191627504523,0.11733272843331094
76,76,22275.0,0.05698517207499852,0.04304912998332822,22669.0,0.0820364277500031,0.06625491766417436,554.0,0.0029861346666666664,0.0015028627000000009,0.14200773449166829,0.11080691034750259
77,77,39226.0,0.0932787450833773,0.0814812751833247,31136.0,0.09642592383331539,0.08707751983333716,612.0,0.0038403180833333347,0.0015395942999999988,0.19354498700002604,0.17009838931666185
78,78,15737.0,0.03667490631666164,0.030296122783329552,16236.0,0.055793108850001286,0.040207837997494826,834.0,0.0036777403333333562,0.0022502554500000195,0.0961457554999963,0.0727542162308244
79,79,36606.0,0.08118029869166146,0.07349275153332098,29385.0,0.07013400996667254,0.0787352031666783,584.0,0.0026859125833333434,0.0010833821416666644,0.15400022124166735,0.15331133684166592
80,80,36073.0,0.09512013169170079,0.07325691189999003,16690.0,0.042977728975002766,0.044023770080824705,1350.0,0.0032148340833333647,0.0009415407000000157,0.1413126947500369,0.11822222268081475
81,81,49891.0,0.08849684350840098,0.0793614095884005,30531.0,0.07634795408334531,0.07576062691667342,609.0,0.0025653797833333322,0.001619959774999996,0.16741017737507963,0.15674199628007393
82,82,68679.0,0.12874414268344533,0.1097189028484145,30570.0,0.09705429254167938,0.06576979608081826,3677.0,0.01984687849999866,0.020759942241665996,0.2456453137251234,0.19624864117089874
83,83,220051.0,0.27931308163251556,0.31753615154776277,30092.0,0.09100763780000451,0.08501735933331976,901.0,0.002524782750000002,0.001052343925000006,0.37284550218252,0.40360585480608246
84,84,287335.0,0.3694479421648418,0.410468026859211,32019.0,0.13551703136663945,0.08238327099746084,356.0,0.0014124887249999999,0.0007637357833333331,0.5063774622564812,0.4936150336400052
85,85,194059.0,0.2719770465494076,0.2860478327458569,40631.0,0.17975426574996917,0.09207365424996641,405.0,0.0014570851749999979,0.0008302734749999997,0.4531883974743767,0.3789517604708233
86,86,174600.0,0.24272954359100588,0.25181535869986804,36235.0,0.17719733701665988,0.08685066741411511,990.0,0.002992574924999989,0.001959260783333347,0.4229194555326658,0.34062528689731647
87,87,317864.0,0.413859335614216,0.4412729481513993,21405.0,0.08431950846666457,0.045932553916656266,491.0,0.0017769693333333238,0.0005885197999999975,0.49995581341421386,0.48779402186805554
88,88,476401.0,0.5525428722455044,0.6524957064885596,29406.0,0.1437391994749871,0.07274534349748293,376.0,0.0012781492833333328,0.0004938144499999998,0.6975602210038248,0.7257348644360425
89,89,534423.0,0.5887754277030555,0.7192627740399761,27896.0,0.10865772833332915,0.06102458958330635,881.0,0.004794519366666631,0.003080301383333329,0.7022276754030513,0.7833676650066157
90,90,493434.0,0.5507136913704768,0.6849647368538112,54822.0,0.12018117329176949,0.08838539116415743,549.0,0.0018956947249999913,0.0008071046166666613,0.6727905593872462,0.7741572326346353
91,91,530215.0,0.590739934386577,0.7137223756565959,36254.0,0.13733268585834044,0.06209857433329192,459.0,0.0016212746666666566,0.0006740984666666611,0.7296938949115841,0.7764950484565545
92,92,455715.0,0.5070705724211028,0.6201227296377532,37869.0,0.10331689255829955,0.08570010174748333,439.0,0.0017410583666666601,0.0006476532833333326,0.6121285233460689,0.7064704846685698
93,93,294822.0,0.3405229158814454,0.4015569132504195,48124.0,0.12605311416659334,0.06697724516660156,470.0,0.002121830616666664,0.0009347014833333319,0.4686978606647054,0.4694688599003544
94,94,353981.0,0.4409921628554382,0.5075595426856092,48159.0,0.16148894354993573,0.17906673949752933,460.0,0.0019571640083333275,0.0006584747833333286,0.6044382704137072,0.6872847569664718
95,95,412620.0,0.5128807372050136,0.5751255924200493,36781.0,0.16031906462494303,0.07452489866663206,582.0,0.0024623425583333363,0.0009781804249999987,0.67566214438829,0.6506286715116814
96,0,563301.0,0.6513735690275435,0.7719550401407904,30403.0,0.12578218541664266,0.0580318957474768,2634.0,0.003603209066666673,0.002748648116666681,0.7807589635108528,0.8327355840049339
97,1,540718.0,0.6374418913613489,0.747593387156743,26991.0,0.1539361844166611,0.0658799928333362,480.0,0.001963927674999996,0.0018863403833333367,0.7933420034530098,0.8153597203734125
98,2,300387.0,0.37131935029786656,0.4265011469506952,51627.0,0.15446139465822042,0.08044117299744546,622.0,0.002250444458333319,0.0008730817833333258,0.5280311894144203,0.507815401731474
99,3,430892.0,0.48249894097967383,0.5833896039706846,26904.0,0.11597787783332855,0.05552071591664334,1081.0,0.00575660019999997,0.003428782216666677,0.6042334190130023,0.6423391021039947
100,4,353356.0,0.40091426523909096,0.4819304621352109,48635.0,0.17790924478334405,0.07760884649746781,403.0,0.0016509386833333294,0.0008297362833333324,0.5804744487057683,0.5603690449160121
101,5,610004.0,0.6614095002270026,0.8215977112920225,29384.0,0.12687752616665937,0.05747013058330766,504.0,0.002087274999999995,0.0013405377999999987,0.790374301393662,0.8804083796753303
102,6,637176.0,0.6903874486021652,0.8577006181261105,25863.0,0.10268370029167033,0.05596110174832552,654.0,0.0027615096416666656,0.0016227912000000057,0.7958326585355021,0.9152845110744361
103,7,606001.0,0.6685005371688826,0.8151200157917546,44228.0,0.12803042330001457,0.08226497199910023,683.0,0.0030829650250000055,0.0016573459250000017,0.799613925493897,0.8990423337158548
104,8,214721.0,0.35133113937443217,0.3390110187330459,40571.0,0.20510930211666242,0.0984181957474577,836.0,0.0035863212583333325,0.002337791516666671,0.5600267627494279,0.4397670059971703
105,9,39186.0,0.14864516067500014,0.10660689486667096,73995.0,0.22916902066663575,0.140437718,906.0,0.004888435433333288,0.003485631025000011,0.3827026167749692,0.250530243891671
106,10,38007.0,0.16284111473333587,0.10483956239998092,40933.0,0.16595510579165976,0.14412529416415817,1380.0,0.0061327193416667106,0.004162625075000044,0.33492893986666233,0.2531274816391391
107,11,34734.0,0.15047361565833164,0.09096645668331854,42640.0,0.1904562468583307,0.17762729773337305,569.0,0.0023712960916666714,0.001029746966666668,0.343301158608329,0.2696235013833583
108,12,28325.0,0.1025875568583458,0.06475736506664843,29228.0,0.162385314650003,0.08787604023080169,413.0,0.0016066278083333315,0.0011580229500000008,0.26657949931668207,0.1537914282474501
109,13,22270.0,0.09747582139166912,0.05349795968331486,26597.0,0.1296550975000045,0.07679120966663139,311.0,0.001159018533333333,0.0006739475499999993,0.22828993742500692,0.13096311689994625
110,14,24234.0,0.10950104679999817,0.06010513634998417,32897.0,0.16530544693333363,0.0968500233641239,427.0,0.0017638760166666602,0.0006233120499999975,0.27657036974999843,0.15757847176410808
111,15,19934.0,0.08524087443333768,0.04765605036665495,27218.0,0.14442123971666962,0.08063742466663314,984.0,0.004421690000000026,0.0009340164666666732,0.23408380415000732,0.12922749149995477
112,16,60583.0,0.1636824668667808,0.13937142704994773,45346.0,0.1788069126416039,0.11186779166409745,3078.0,0.014719427583333328,0.0056629015333333746,0.357208807091718,0.2569021202473786
113,17,42764.0,0.14489245229167896,0.11226356852500977,33800.0,0.1427068038333002,0.10063655574999263,1549.0,0.007575370583333334,0.0010784641333333534,0.2951746267083125,0.21397858840833575
114,18,27526.0,0.06723463852499506,0.07291840806663971,27554.0,0.11015441120834009,0.07525449266664146,1813.0,0.006345701424999984,0.004689215908333399,0.18373475115833515,0.15286211664161456
115,19,34530.0,0.0942211202916697,0.07705841845451561,35971.0,0.17110739988332577,0.12017669091412159,956.0,0.004023301183333351,0.0014777998000000076,0.2693518213583288,0.19871290916863718
116,20,35343.0,0.13458132651665353,0.0804883801203593,32939.0,0.15511157287498387,0.089175275080786,440.0,0.0015474456999999976,0.0007722995166666659,0.2912403450916374,0.17043595471781198
117,21,43886.0,0.19129136088333829,0.13558631948164113,62173.0,0.3063131808333196,0.37757005600011406,461.0,0.0020364790333333295,0.0014143309416666681,0.49964102074999117,0.514570706423422
118,22,56105.0,0.2395768444416539,0.16862517988335055,34026.0,0.16884758534999314,0.09958371891411845,1423.0,0.00692044031666655,0.004139795341666648,0.4153448701083136,0.27234869413913565
119,23,27808.0,0.11327074856666368,0.06998072578165278,29425.0,0.16353288894166673,0.08817366958329509,475.0,0.001960864899999997,0.0006624752416666618,0.2787645024083304,0.15881687060661454
120,24,37080.0,0.1282552293000342,0.0727740764916641,33178.0,0.17943489158332976,0.09582568116412898,595.0,0.0030648223666666515,0.001824651300000001,0.31075494325003067,0.17042440895579308
121,25,35701.0,0.10703363322502872,0.1199002955483268,23180.0,0.11814883708333564,0.06368931316664231,410.0,0.0017672169750000011,0.0006833575333333337,0.22694968728336437,0.18427296624830244
122,26,29873.0,0.11213257624166934,0.1339265488666461,37083.0,0.149087506016659,0.09736850741412713,1335.0,0.005749117916666684,0.0033565555499999876,0.266969200174995,0.2346516118307732
123,27,57049.0,0.23132811250001267,0.19116448556665785,33189.0,0.15062473127500864,0.10114376016663368,922.0,0.005195338566666693,0.002727259066666684,0.3871481823416881,0.2950355047999582
124,28,28627.0,0.10061987458333049,0.07970429782499357,40513.0,0.18097622566662525,0.10202397824743296,1489.0,0.008736701783333337,0.0043235796333333035,0.2903328020332891,0.18605185570575983
125,29,17526.0,0.05562149990834073,0.04209357321666651,29685.0,0.13886031974999943,0.07706625933330083,971.0,0.006159713799999965,0.003771741116666643,0.20064153345834013,0.122931573666634
126,30,54861.0,0.20621473832506385,0.1461400328666659,59979.0,0.26843533193332697,0.2668559652474913,653.0,0.002898128291666673,0.0014787342083333421,0.4775481985500574,0.4144747323224906
127,31,36417.0,0.15818408679167306,0.10191224275002637,36266.0,0.14736232396667553,0.08021170216663914,691.0,0.0030306763416666728,0.0013305241166666623,0.30857708710001525,0.18345446903333215
128,32,50315.0,0.1808788206166834,0.12803014973333612,51851.0,0.226847992808328,0.12930090333077318,483.0,0.002173893424999994,0.0008988493416666675,0.4099007068500113,0.258229902405776
129,33,41568.0,0.13306179033333904,0.10771857216666661,27847.0,0.1310483327499936,0.07163442041664825,590.0,0.0026157680083333376,0.0012275285333333366,0.266725891091666,0.1805805211166482
130,34,48383.0,0.213052830916645,0.14597728021666684,44002.0,0.17636157126665022,0.09435923966413214,974.0,0.0068842713416667,0.0032826567166666636,0.39629867352496184,0.24361917659746563
131,35,28524.0,0.11154957698334968,0.09653569463334587,33943.0,0.15307726074165912,0.07769448041663538,1196.0,0.003975336508333328,0.0013041818666666757,0.2686021742333421,0.17553435691664793
132,36,15256.0,0.05520470685833452,0.05616240554166646,21112.0,0.09864875378333626,0.04845404616415032,467.0,0.002195387641666664,0.0009642109250000006,0.15604884828333745,0.10558066263081677
133,37,25638.0,0.09334709185834218,0.07124033534999599,23201.0,0.09009055941666398,0.04353967294999042,398.0,0.0016095359249999985,0.0010347887833333338,0.18504718720000615,0.11581479708331975
134,38,30689.0,0.113858045358353,0.09009886226665777,31731.0,0.14737455643333275,0.15321205974747298,365.0,0.0017188903416666644,0.0007979157166666654,0.2629514921333524,0.24410883773079742
135,39,40286.0,0.14688965737505044,0.12676527558333356,21955.0,0.10477831993333657,0.05712306980831506,425.0,0.0021535024833333307,0.0015153768666666678,0.2538214797917204,0.18540372225831528
136,40,28136.0,0.09279844945001393,0.06659446368334328,19657.0,0.07117711967499525,0.061649701080828984,416.0,0.0017152702249999985,0.0012400437166666682,0.16569083935000917,0.1294842084808389
137,41,22775.0,0.068311286333337,0.04083503025832914,13630.0,0.056893237499998056,0.036442609249997565,300.0,0.001180880833333332,0.0007482667000000002,0.1263854046666684,0.0780259062083267
138,42,32402.0,0.10248720044167012,0.06314381700000844,36226.0,0.1160016077666801,0.0756278681641586,467.0,0.002130779516666664,0.0012067142583333335,0.22061958772501689,0.1399783994225004
