time,num_0,CPU_usage_0,RAM_usage_0,num_1,CPU_usage_1,RAM_usage_1,num_2,CPU_usage_2,RAM_usage_2
49,47443.0,1692.961150200831,1189.8231779996847,33322.0,1963.0294060001297,3386.495729000648,369.0,17.427173099999983,11.9998686
50,33241.0,896.0005372001144,935.2617394999568,13260.0,559.9226675000293,378.0092359699923,681.0,34.9163060000001,13.596617399999978
51,25177.0,482.1385687999278,589.6983916496766,4721.0,209.17088899999968,158.04635699999875,1142.0,74.33328210000019,25.092566100000248
52,58909.0,1406.639636100764,1414.2972790005829,5332.0,249.15393800000143,130.96729696999978,489.0,26.512726999999934,9.704918399999979
53,27379.0,608.0974655999765,667.2581892000474,6942.0,333.0395979999997,119.41852500000445,567.0,33.93378799999996,11.370481600000025
54,21313.0,559.780614000072,583.8328886000107,4751.0,368.7387461999995,101.73307296999967,537.0,31.399895999999966,10.73950509999992
55,11032.0,284.6522097000125,264.80843800002367,3508.0,55.374230300000825,95.42551099999622,444.0,23.62409799999995,6.253815599999988
56,17257.0,593.0200836999998,406.65415920004205,3982.0,85.03477200000384,80.74393996999737,380.0,17.898993999999977,6.117113399999981
57,22765.0,700.5739891000954,479.84047939997305,14158.0,773.73250400001,271.0153269999785,485.0,23.31839739999998,9.515507999999963
58,47186.0,1592.0619139005908,1065.6248652002241,35958.0,1593.1863575002749,993.5630139697698,818.0,37.288900400000195,15.213423000000134
59,32832.0,1203.929921900198,812.6762301314085,22014.0,1175.8573243001206,677.3961659998823,1371.0,66.45649870000057,45.499350800000386
60,27255.0,668.7192418000353,607.3600472906359,17363.0,653.6646037000753,331.9567209700046,559.0,27.31929340000002,10.52428230000002
61,62850.0,2006.5962694006091,1832.3776250281835,33600.0,1341.939956000564,961.8325509999369,1877.0,65.93127899999998,199.72623229999434
62,32564.0,1040.359347900091,989.142318800249,17832.0,862.4544291999543,561.0764659699174,469.0,23.794421999999912,7.746846800000004
63,26198.0,909.2119129000533,721.4825669999568,10414.0,528.742958599995,257.0174709999949,769.0,39.5422128000004,12.004860599999924
64,15185.0,638.0983194000097,440.900809379951,4363.0,136.36570470000652,55.511176970004556,818.0,42.50037680000026,17.972770400000098
65,26038.0,908.4951200000088,525.5090521800138,15519.0,731.0441480000295,202.1125429999714,843.0,42.954831000000105,22.427801600000087
66,28125.0,1119.6506272001004,673.0118797998934,26824.0,1192.0126944999686,503.42092996998656,1004.0,41.975194800000224,22.012440800000093
67,6987.0,237.803916300007,188.9528760000095,9037.0,298.4649029999816,145.75393799998596,816.0,35.39080400000015,13.745451200000021
68,30645.0,1393.2180978001445,886.7858914000141,10162.0,524.1273209999948,256.25129296999177,4003.0,131.6069774000001,110.2411812000036
69,26400.0,1106.865555200096,725.5531589999176,16481.0,844.3005100000184,459.24316600001094,3834.0,129.7910503999995,104.94744080000234
70,21306.0,910.0271474000189,550.5174553998737,13053.0,652.8301822000043,355.0709460000008,2160.0,88.29810199999932,53.65194439999923
71,26291.0,1085.7969803001074,642.4534673999702,14242.0,814.3219009000063,324.12080796998526,943.0,82.98360399999943,19.1746136000001
72,13586.0,539.7813683000059,373.7398006000738,11219.0,662.1516594000051,292.0398779700029,413.0,27.646710699999986,9.435107399999984
73,34942.0,1139.7447901000792,1047.9736107997562,4565.0,220.42523200000178,175.07368499999714,415.0,38.239375699999975,12.638496699999987
74,65693.0,1610.2011760012833,1363.0562308005976,48182.0,1636.1009074989095,1306.1033359706016,880.0,65.0024190000003,25.551399400000005
75,43596.0,1324.6054739005353,925.9614045997733,15538.0,799.1295610000071,461.79629899995757,1108.0,48.4079604000002,20.235037600000165
76,22275.0,683.8220648999823,516.5895597999386,22669.0,984.4371330000371,795.0590119700923,554.0,35.833616,18.03435240000001
77,39226.0,1119.3449410005276,977.7753021998964,31136.0,1157.1110859997846,1044.9302380000458,612.0,46.08381700000002,18.475131599999987
78,15737.0,440.0988757999396,363.5534733999546,16236.0,669.5173062000155,482.4940559699379,834.0,44.132884000000274,27.003065400000235
79,36606.0,974.1635842999375,881.9130183998517,29385.0,841.6081196000705,944.8224380001396,584.0,32.23095100000012,13.000585699999974
80,36073.0,1141.4415803004097,879.0829427998804,16690.0,515.7327477000332,528.2852409698964,1350.0,38.57800900000038,11.298488400000188
81,49891.0,1061.9621221008115,952.3369150608061,30531.0,916.1754490001438,909.127523000081,609.0,30.784557399999983,19.439517299999952
82,68679.0,1544.929712201344,1316.6268341809741,30570.0,1164.6515105001527,789.2375529698193,3677.0,238.16254199998392,249.11930689999195
83,220051.0,3351.7569795901863,3810.433818573153,30092.0,1092.0916536000539,1020.2083119998373,901.0,30.297393000000024,12.628127100000073
84,287335.0,4433.375305978101,4925.616322310532,32019.0,1626.2043763996733,988.5992519695302,356.0,16.9498647,9.164829399999995
85,194059.0,3263.7245585928904,3432.5739929502824,40631.0,2157.05118899963,1104.883850999597,405.0,17.485022099999973,9.963281699999996
86,174600.0,2912.7545230920705,3021.7843043984158,36235.0,2126.3680441999186,1042.2080089693814,990.0,35.91089909999987,23.51112940000016
87,317864.0,4966.312027370592,5295.275377816792,21405.0,1011.8341015999749,551.1906469998752,491.0,21.323631999999886,7.06223759999997
88,476401.0,6630.5144669460515,7829.948477862716,29406.0,1724.8703936998452,872.9441219697952,376.0,15.337791399999992,5.925773399999997
89,534423.0,7065.305132436666,8631.153288479713,27896.0,1303.8927399999498,732.2950749996763,881.0,57.53423239999957,36.96361659999995
90,493434.0,6608.564296445721,8219.576842245735,54822.0,1442.1740795012338,1060.6246939698892,549.0,22.748336699999896,9.685255399999937
91,530215.0,7088.879212638924,8564.66850787915,36254.0,1647.992230300085,745.182891999503,459.0,19.45529599999988,8.089181599999934
92,455715.0,6084.8468690532345,7441.472755653038,37869.0,1239.8027106995944,1028.4012209697999,439.0,20.892700399999917,7.771839399999993
93,294822.0,4086.2749905773453,4818.682959005034,48124.0,1512.6373699991202,803.7269419992186,470.0,25.46196739999996,11.216417799999983
94,353981.0,5291.905954265258,6090.714512227311,48159.0,1937.8673225992288,2148.800873970352,460.0,23.485968099999926,7.901697399999944
95,412620.0,6154.568846460164,6901.507109040592,36781.0,1923.8287754993157,894.2987839995849,582.0,29.54811070000003,11.738165099999982
